"","event","map","player.1","player.2","trade","opp","pos.x","pos.y","gun","round_win","game_win","offdef","round_time","round","first_kill","team","id","site"
"14571","death","USS Texas","MOSH","NIMBLE",0,"TAINTED MINDS",579,591,"STG-44",0,1,"off",68800,3,0,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14572","death","USS Texas","PEMBY","SWIFTY",2,"TAINTED MINDS",435,591,"STG-44",0,1,"off",69000,3,0,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14573","death","USS Texas","HAVOK","SWIFTAZOR",1,"TAINTED MINDS",591,510,"PPSh-41",1,1,"def",37850,4,1,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","A"
"14574","death","USS Texas","SWIFTAZOR","NELS",1,"REGAL MORITURI",576,484,"PPSh-41",0,0,"off",39550,4,0,"TAINTED MINDS","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","A"
"14575","death","USS Texas","NELS","NIMBLE",0,"TAINTED MINDS",643,495,"PPSh-41",1,1,"def",39650,4,0,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14576","death","USS Texas","NIMBLE","MOSH",0,"REGAL MORITURI",584,488,"PPSh-41",0,0,"off",46000,4,0,"TAINTED MINDS","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14577","death","USS Texas","SWIFTY","PEMBY",1,"REGAL MORITURI",560,480,"Springfield",0,0,"off",74700,4,0,"TAINTED MINDS","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","A"
"14578","death","USS Texas","PEMBY","DAMAGE",2,"TAINTED MINDS",653,501,"STG-44",1,1,"def",76100,4,0,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14579","death","USS Texas","HAVOK","SWIFTY",0,"TAINTED MINDS",604,593,"PPSh-41",0,1,"off",52550,5,1,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14580","death","USS Texas","PEMBY","SWIFTY",0,"TAINTED MINDS",605,593,"STG-44",0,1,"off",60800,5,0,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14581","death","USS Texas","NELS","SWIFTAZOR",0,"TAINTED MINDS",524,489,"PPSh-41",0,1,"off",70150,5,0,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14582","death","USS Texas","MOSH","NIMBLE",2,"TAINTED MINDS",559,531,"STG-44",0,1,"off",76750,5,0,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14583","death","USS Texas","NIMBLE","PEMBY",0,"REGAL MORITURI",555,428,"PPSh-41",1,0,"off",29400,6,1,"TAINTED MINDS","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","A"
"14584","death","USS Texas","PEMBY","SWIFTY",0,"TAINTED MINDS",401,481,"STG-44",0,1,"def",52200,6,0,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","A"
"14585","death","USS Texas","HAVOK","NELS",0,"REGAL MORITURI",554,431,"PPSh-41",1,0,"off",66600,6,0,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","A"
"14586","death","USS Texas","NELS","SWIFTY",0,"TAINTED MINDS",564,440,"PPSh-41",0,1,"def",76000,6,0,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14587","death","USS Texas","MOSH","DAMAGE",2,"TAINTED MINDS",676,575,"STG-44",0,1,"def",86550,6,0,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","A"
"14588","death","USS Texas","SWIFTAZOR","HAVOK",0,"REGAL MORITURI",524,501,"PPSh-41",1,0,"def",13950,7,1,"TAINTED MINDS","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14589","death","USS Texas","PEMBY","DAMAGE",0,"TAINTED MINDS",577,445,"STG-44",0,1,"off",63550,7,0,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","A"
"14590","death","USS Texas","HAVOK","NIMBLE",0,"TAINTED MINDS",564,535,"PPSh-41",0,1,"off",73400,7,0,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14591","death","USS Texas","NELS","NIMBLE",0,"TAINTED MINDS",576,579,"PPSh-41",0,1,"off",77450,7,0,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14592","death","USS Texas","MOSH","SWIFTY",2,"TAINTED MINDS",478,454,"STG-44",0,1,"off",81050,7,0,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14593","death","USS Texas","DAMAGE","PEMBY",0,"REGAL MORITURI",719,550,"STG-44",0,0,"off",15800,8,1,"TAINTED MINDS","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","A"
"14594","death","USS Texas","SWIFTY","MOSH",0,"REGAL MORITURI",568,547,"Springfield",0,0,"off",20800,8,0,"TAINTED MINDS","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14595","death","USS Texas","NELS","NIMBLE",1,"TAINTED MINDS",586,501,"PPSh-41",1,1,"def",24100,8,0,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","A"
"14596","death","USS Texas","NIMBLE","HAVOK",0,"REGAL MORITURI",610,484,"PPSh-41",0,0,"off",26000,8,0,"TAINTED MINDS","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14597","death","USS Texas","HAVOK","SWIFTAZOR",1,"TAINTED MINDS",615,474,"PPSh-41",1,1,"def",33300,8,0,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","A"
"14598","death","USS Texas","SWIFTAZOR","MOSH",2,"REGAL MORITURI",647,481,"PPSh-41",0,0,"off",35050,8,0,"TAINTED MINDS","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14599","death","USS Texas","SWIFTY","HAVOK",0,"REGAL MORITURI",588,414,"Springfield",0,0,"def",52150,9,1,"TAINTED MINDS","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","A"
"14600","death","USS Texas","NELS","DAMAGE",1,"TAINTED MINDS",508,587,"PPSh-41",1,1,"off",54100,9,0,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14601","death","USS Texas","DAMAGE","PEMBY",1,"REGAL MORITURI",510,568,"STG-44",0,0,"def",57850,9,0,"TAINTED MINDS","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14602","death","USS Texas","PEMBY","SWIFTAZOR",0,"TAINTED MINDS",598,563,"STG-44",1,1,"off",58000,9,0,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14603","death","USS Texas","NIMBLE","MOSH",0,"REGAL MORITURI",636,456,"PPSh-41",0,0,"def",59800,9,0,"TAINTED MINDS","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14604","death","USS Texas","SWIFTAZOR","MOSH",2,"REGAL MORITURI",692,592,"PPSh-41",0,0,"def",69200,9,0,"TAINTED MINDS","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14605","death","USS Texas","MOSH","SWIFTY",0,"TAINTED MINDS",458,557,"STG-44",1,1,"def",40500,10,1,"REGAL MORITURI","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14606","death","USS Texas","DAMAGE","PEMBY",0,"REGAL MORITURI",709,544,"STG-44",0,0,"off",59200,10,0,"TAINTED MINDS","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14607","death","USS Texas","NIMBLE","HAVOK",0,"REGAL MORITURI",543,518,"PPSh-41",0,0,"off",61000,10,0,"TAINTED MINDS","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","B"
"14608","death","USS Texas","SWIFTAZOR","NELS",0,"REGAL MORITURI",562,421,"PPSh-41",0,0,"off",69200,10,0,"TAINTED MINDS","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","A"
"14609","death","USS Texas","SWIFTY","HAVOK",2,"REGAL MORITURI",611,426,"Springfield",0,0,"off",85700,10,0,"TAINTED MINDS","dba2c1b9-e1d8-5c4c-a9a0-e6eea7f616e2","A"
"14610","death","Sainte Marie du Mont","SKRAPZ","SAINTS",0,"ECHO FOX",254,600,"PPSh-41",0,1,"off",18200,1,1,"RED RESERVE","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","A"
"14611","death","Sainte Marie du Mont","JOEE","FACCENTO",0,"ECHO FOX",445,518,"PPSh-41",0,1,"off",20850,1,0,"RED RESERVE","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","M"
"14612","death","Sainte Marie du Mont","RATED","TEMP",0,"ECHO FOX",447,379,"STG-44",0,1,"off",22300,1,0,"RED RESERVE","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14613","death","Sainte Marie du Mont","SAINTS","ZER0",1,"RED RESERVE",214,620,"PPSh-41",1,0,"def",25600,1,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","A"
"14614","death","Sainte Marie du Mont","ZER0","AQUA",2,"ECHO FOX",200,495,"BAR",0,1,"off",29800,1,0,"RED RESERVE","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","M"
"14615","death","Sainte Marie du Mont","SKRAPZ","AQUA",0,"ECHO FOX",539,383,"PPSh-41",1,1,"def",33300,2,1,"RED RESERVE","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","M"
"14616","death","Sainte Marie du Mont","FACCENTO","RATED",0,"RED RESERVE",642,380,"STG-44",0,0,"off",41700,2,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14617","death","Sainte Marie du Mont","SAINTS","JOEE",0,"RED RESERVE",682,496,"PPSh-41",0,0,"off",43700,2,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14618","death","Sainte Marie du Mont","TEMP","JOEE",0,"RED RESERVE",622,332,"STG-44",0,0,"off",50050,2,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14619","death","Sainte Marie du Mont","AQUA","JOEE",2,"RED RESERVE",596,376,"PPSh-41",0,0,"off",52850,2,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14620","death","Sainte Marie du Mont","AQUA","JOEE",0,"RED RESERVE",473,520,"PPSh-41",0,0,"def",56950,3,1,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","M"
"14621","death","Sainte Marie du Mont","RATED","SAINTS",0,"ECHO FOX",219,489,"STG-44",1,1,"off",70100,3,0,"RED RESERVE","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","A"
"14622","death","Sainte Marie du Mont","SKRAPZ","TEMP",0,"ECHO FOX",650,371,"PPSh-41",1,1,"off",75850,3,0,"RED RESERVE","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14623","death","Sainte Marie du Mont","SAINTS","JOEE",0,"RED RESERVE",276,529,"PPSh-41",0,0,"def",75850,3,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","M"
"14624","death","Sainte Marie du Mont","ZER0","FACCENTO",0,"ECHO FOX",313,426,"BAR",1,1,"off",93700,3,0,"RED RESERVE","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","A"
"14625","death","Sainte Marie du Mont","FACCENTO","JOEE",0,"RED RESERVE",254,506,"STG-44",0,0,"def",102700,3,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","A"
"14626","death","Sainte Marie du Mont","TEMP","JOEE",2,"RED RESERVE",361,538,"STG-44",0,0,"def",112650,3,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","A"
"14627","death","Sainte Marie du Mont","AQUA","ZER0",0,"RED RESERVE",295,540,"PPSh-41",0,0,"off",17100,4,1,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","A"
"14628","death","Sainte Marie du Mont","FACCENTO","JOEE",0,"RED RESERVE",601,475,"STG-44",0,0,"off",21900,4,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14629","death","Sainte Marie du Mont","SKRAPZ","SAINTS",1,"ECHO FOX",668,611,"PPSh-41",1,1,"def",22900,4,0,"RED RESERVE","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14630","death","Sainte Marie du Mont","SAINTS","JOEE",0,"RED RESERVE",670,579,"PPSh-41",0,0,"off",25800,4,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14631","death","Sainte Marie du Mont","RATED","TEMP",0,"ECHO FOX",544,502,"STG-44",1,1,"def",27500,4,0,"RED RESERVE","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14632","death","Sainte Marie du Mont","TEMP","JOEE",2,"RED RESERVE",640,509,"STG-44",0,0,"off",84400,4,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14633","death","Sainte Marie du Mont","AQUA","JOEE",0,"RED RESERVE",354,209,"PPSh-41",0,0,"def",32850,5,1,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","A"
"14634","death","Sainte Marie du Mont","JOEE","SAINTS",0,"ECHO FOX",357,367,"PPSh-41",1,1,"off",43450,5,0,"RED RESERVE","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","A"
"14635","death","Sainte Marie du Mont","RATED","SAINTS",0,"ECHO FOX",653,348,"STG-44",1,1,"off",48100,5,0,"RED RESERVE","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","M"
"14636","death","Sainte Marie du Mont","TEMP","SKRAPZ",1,"RED RESERVE",489,337,"STG-44",0,0,"def",50000,5,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14637","death","Sainte Marie du Mont","SKRAPZ","FACCENTO",1,"ECHO FOX",565,381,"PPSh-41",1,1,"off",51300,5,0,"RED RESERVE","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14638","death","Sainte Marie du Mont","FACCENTO","ZER0",0,"RED RESERVE",661,392,"STG-44",0,0,"def",55200,5,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14639","death","Sainte Marie du Mont","SAINTS","ZER0",2,"RED RESERVE",642,395,"PPSh-41",0,0,"def",56100,5,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14640","death","Sainte Marie du Mont","SKRAPZ","AQUA",1,"ECHO FOX",479,544,"PPSh-41",0,1,"def",19550,6,1,"RED RESERVE","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","M"
"14641","death","Sainte Marie du Mont","AQUA","RATED",0,"RED RESERVE",475,474,"PPSh-41",1,0,"off",22650,6,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","M"
"14642","death","Sainte Marie du Mont","FACCENTO","JOEE",0,"RED RESERVE",514,161,"STG-44",1,0,"off",63450,6,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","M"
"14643","death","Sainte Marie du Mont","JOEE","SAINTS",0,"ECHO FOX",470,442,"PPSh-41",0,1,"def",77900,6,0,"RED RESERVE","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","M"
"14644","death","Sainte Marie du Mont","ZER0","TEMP",0,"ECHO FOX",644,715,"BAR",0,1,"def",83850,6,0,"RED RESERVE","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14645","death","Sainte Marie du Mont","TEMP","RATED",1,"RED RESERVE",664,462,"STG-44",1,0,"off",92600,6,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14646","death","Sainte Marie du Mont","RATED","SAINTS",2,"ECHO FOX",630,526,"STG-44",0,1,"def",93800,6,0,"RED RESERVE","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14647","death","Sainte Marie du Mont","SAINTS","ZER0",0,"RED RESERVE",206,521,"PPSh-41",0,0,"def",43800,7,1,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","A"
"14648","death","Sainte Marie du Mont","TEMP","SKRAPZ",0,"RED RESERVE",468,150,"STG-44",0,0,"def",72200,7,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","M"
"14649","death","Sainte Marie du Mont","AQUA","ZER0",0,"RED RESERVE",395,362,"PPSh-41",0,0,"def",75350,7,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","A"
"14650","death","Sainte Marie du Mont","FACCENTO","JOEE",2,"RED RESERVE",260,684,"STG-44",0,0,"def",81050,7,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","A"
"14651","death","Sainte Marie du Mont","FACCENTO","RATED",0,"RED RESERVE",622,420,"STG-44",0,0,"off",12600,8,1,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14652","death","Sainte Marie du Mont","TEMP","JOEE",0,"RED RESERVE",675,357,"STG-44",0,0,"off",16150,8,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14653","death","Sainte Marie du Mont","SAINTS","JOEE",0,"RED RESERVE",671,487,"PPSh-41",0,0,"off",18100,8,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","B"
"14654","death","Sainte Marie du Mont","AQUA","ZER0",2,"RED RESERVE",403,556,"PPSh-41",0,0,"off",22700,8,0,"ECHO FOX","77dfb3fa-fc06-58aa-bf46-db22b4f42c68","M"
"14655","death","Valkyrie","JKAP","METHODZ",1,"OPTIC GAMING",336,430,"BAR",1,1,"off",31150,1,1,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14656","death","Valkyrie","METHODZ","JOHN",0,"LUMINOSITY",439,341,"BAR",0,0,"def",32100,1,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14657","death","Valkyrie","SCUMP","JOHN",0,"LUMINOSITY",448,347,"PPSh-41",0,0,"def",33650,1,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14658","death","Valkyrie","OCTANE","SLACKED",0,"LUMINOSITY",625,765,"STG-44",0,0,"def",39000,1,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","B"
"14659","death","Valkyrie","FORMAL","CRIMSIX",1,"OPTIC GAMING",486,655,"STG-44",1,1,"off",42100,1,0,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14660","death","Valkyrie","CRIMSIX","JOHN",2,"LUMINOSITY",560,492,"BAR",0,0,"def",46850,1,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14661","death","Valkyrie","JOHN","METHODZ",0,"OPTIC GAMING",415,338,"Springfield",0,1,"def",27650,2,1,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14662","death","Valkyrie","JKAP","METHODZ",0,"OPTIC GAMING",540,328,"BAR",0,1,"def",29800,2,0,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14663","death","Valkyrie","CRIMSIX","SLACKED",1,"LUMINOSITY",606,358,"BAR",1,0,"off",33750,2,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14664","death","Valkyrie","SLACKED","SCUMP",0,"OPTIC GAMING",608,426,"BAR",0,1,"def",37200,2,0,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14665","death","Valkyrie","OCTANE","FORMAL",0,"LUMINOSITY",664,578,"STG-44",1,0,"off",42100,2,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","B"
"14666","death","Valkyrie","FORMAL","METHODZ",2,"OPTIC GAMING",543,465,"STG-44",0,1,"def",54400,2,0,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14667","death","Valkyrie","JKAP","SCUMP",0,"OPTIC GAMING",423,492,"BAR",0,1,"off",40500,3,1,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14668","death","Valkyrie","CRIMSIX","SLACKED",0,"LUMINOSITY",539,453,"BAR",1,0,"def",42400,3,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14669","death","Valkyrie","JOHN","OCTANE",0,"OPTIC GAMING",554,577,"Springfield",0,1,"off",43550,3,0,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","B"
"14670","death","Valkyrie","SLACKED","OCTANE",0,"OPTIC GAMING",451,539,"BAR",0,1,"off",44550,3,0,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","B"
"14671","death","Valkyrie","FORMAL","OCTANE",2,"OPTIC GAMING",507,608,"STG-44",0,1,"off",46050,3,0,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","B"
"14672","death","Valkyrie","METHODZ","JOHN",1,"LUMINOSITY",581,655,"BAR",0,0,"off",21400,4,1,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","B"
"14673","death","Valkyrie","JOHN","SCUMP",0,"OPTIC GAMING",619,620,"Springfield",1,1,"def",24350,4,0,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","B"
"14674","death","Valkyrie","FORMAL","CRIMSIX",1,"OPTIC GAMING",837,610,"STG-44",1,1,"def",26550,4,0,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14675","death","Valkyrie","CRIMSIX","SLACKED",0,"LUMINOSITY",713,618,"BAR",0,0,"off",30150,4,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14676","death","Valkyrie","SCUMP","SLACKED",0,"LUMINOSITY",707,582,"PPSh-41",0,0,"off",36500,4,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14677","death","Valkyrie","JKAP","OCTANE",1,"OPTIC GAMING",714,586,"BAR",1,1,"def",43100,4,0,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","B"
"14678","death","Valkyrie","OCTANE","SLACKED",2,"LUMINOSITY",628,668,"STG-44",0,0,"off",45700,4,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","B"
"14679","death","Valkyrie","OCTANE","FORMAL",0,"LUMINOSITY",847,646,"STG-44",0,0,"def",50900,5,1,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","B"
"14680","death","Valkyrie","SCUMP","JKAP",0,"LUMINOSITY",495,364,"PPSh-41",0,0,"def",54750,5,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14681","death","Valkyrie","JOHN","CRIMSIX",0,"OPTIC GAMING",394,360,"Springfield",1,1,"off",55300,5,0,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14682","death","Valkyrie","JKAP","METHODZ",0,"OPTIC GAMING",452,303,"BAR",1,1,"off",58400,5,0,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14683","death","Valkyrie","CRIMSIX","FORMAL",0,"LUMINOSITY",527,729,"BAR",0,0,"def",78700,5,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","B"
"14684","death","Valkyrie","FORMAL","METHODZ",0,"OPTIC GAMING",619,696,"STG-44",1,1,"off",91850,5,0,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","B"
"14685","death","Valkyrie","SLACKED","METHODZ",2,"OPTIC GAMING",728,583,"BAR",1,1,"off",107600,5,0,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14686","death","Valkyrie","JKAP","METHODZ",0,"OPTIC GAMING",479,266,"BAR",1,1,"def",12450,6,1,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14687","death","Valkyrie","SCUMP","JOHN",0,"LUMINOSITY",405,340,"PPSh-41",0,0,"off",16650,6,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14688","death","Valkyrie","METHODZ","JOHN",0,"LUMINOSITY",401,357,"BAR",0,0,"off",18850,6,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14689","death","Valkyrie","CRIMSIX","FORMAL",0,"LUMINOSITY",511,450,"BAR",0,0,"off",28350,6,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14690","death","Valkyrie","OCTANE","FORMAL",2,"LUMINOSITY",429,501,"STG-44",0,0,"off",35700,6,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14691","death","Valkyrie","JOHN","OCTANE",0,"OPTIC GAMING",687,688,"Springfield",0,1,"off",20650,7,1,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14692","death","Valkyrie","FORMAL","OCTANE",0,"OPTIC GAMING",681,739,"STG-44",0,1,"off",24600,7,0,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14693","death","Valkyrie","SLACKED","CRIMSIX",0,"OPTIC GAMING",819,547,"BAR",0,1,"off",28050,7,0,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14694","death","Valkyrie","SCUMP","JKAP",1,"LUMINOSITY",745,601,"PPSh-41",1,0,"def",30950,7,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","B"
"14695","death","Valkyrie","JKAP","CRIMSIX",2,"OPTIC GAMING",645,681,"BAR",0,1,"off",32800,7,0,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14696","death","Valkyrie","OCTANE","FORMAL",1,"LUMINOSITY",614,713,"STG-44",0,0,"off",15400,8,1,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","A"
"14697","death","Valkyrie","FORMAL","SCUMP",0,"OPTIC GAMING",685,595,"STG-44",1,1,"def",16350,8,0,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","B"
"14698","death","Valkyrie","CRIMSIX","JOHN",0,"LUMINOSITY",752,625,"BAR",0,0,"off",31250,8,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","B"
"14699","death","Valkyrie","JOHN","SCUMP",0,"OPTIC GAMING",708,676,"Springfield",1,1,"def",44800,8,0,"LUMINOSITY","0bc3df1b-0a9a-598b-8052-6e915a790f3d","B"
"14700","death","Valkyrie","METHODZ","JKAP",0,"LUMINOSITY",600,746,"BAR",0,0,"off",47650,8,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","B"
"14701","death","Valkyrie","SCUMP","SLACKED",2,"LUMINOSITY",658,660,"PPSh-41",0,0,"off",49250,8,0,"OPTIC GAMING","0bc3df1b-0a9a-598b-8052-6e915a790f3d","B"
